Nombre común|Nombre Ingles|Nombre científico|Clase|Orden|Familia|Golfo de México|Mar Caribe|Pacífico|Fuera del país|Grupo|Nacional/Importado|Objetivo|incidental|Deportiva|Fomento|Cultivada|Cartel|Tríptico|Tallas de captura (cm)|Selectiva_NoSelectiva|Tipo de arte de pesca|Lista roja IUCN|CITES|NOM-059-SEMARNAT-2010|Tipo de Veda|Veda|Generalidades|Distribución|Cultivada / capturada|Comercio|País de importación|Carta Nacional Pesquera (2012) Pacífico zona 1|Carta Nacional Pesquera (2012) Pacífico zona 2|Carta Nacional Pesquera (2012) Pacífico zona 3|Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 1|Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 2|Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 3|Estado según Arreguín et al. Litoral Oriental del Golfo de California|Estado según Arreguín et al. Litoral centro del Pacífico mexicano|Estado según Arreguín et al. Golfo de Tehuantepec|Estado según Arreguín et al. De Tamaulipas a Tabasco|Estado según Arreguín et al.  Banco de Campeche|Imagen|Recomendacion|Peso
Cazón mamón|Sicklefin Smooth-Hound|Mustelus lunulatus|Chondrichthyes|Carcharhiniformes|Triakidae|0|0|1|0|Cazones|Nacional|1|0|0|0|0|1|Tríptico|43-170|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Vive en la zona intermareal hasta los 100 metros de profundidad. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Pacífico Oriental, desde California a Panamá.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||sobre pesca|sobre pesca|sobre pesca|||MustelusLunulatus.png|0|0
Cintilla|Atlantic Cutlassfish|Trichiurus lepturus|Actinopterygii|Perciformes|Trichiuridae|1|0|0|0|Cintillas|Nacional|0|1|0|0|0|1|Tríptico|30-234|Selectiva|Línea de mano para peces pelágicos y demersales.||||||Especie marina de aguas costeras que vive en fondos fangosos y poco profundos. Se alimenta de pequeños crustáceos, peces pequeños y calamares.|Se distribuye en todo el Atlántico y Pacífico.|Capturada|Se utiliza la carne.|||||Desconocida|Desconocida|Desconocida||||||TrichiurusLepturus.png|0|0
Rubio volador||Prionotus evolans|Actinopterygii|Scorpaeniformes|Triglidae|1|0|0|0|Rubio||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Vaca rasposa|Rough Searobin|Prionotus ruscarius|Actinopterygii|Scorpaeniformes|Triglidae|0|0|1|0|Gallineta||0|1|0|0|0|3|||||||||||||||||||||sin datos|sin datos|sin datos||||0|0
Rubio volador||Prionotus punctatus|Actinopterygii|Scorpaeniformes|Triglidae|1|1|0|0|Rubio||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Raya moteada de espina||Urobatis halleri|Chondrichthyes|Rajiformes|Urolophidae|0|0|1|0|Chondrichthyes||0|1|0|0|0|3||||||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.||||||||||||||||||0|0
Raya espina de lija||Urobatis maculatus|Chondrichthyes|Rajiformes|Urolophidae|0|0|1|0|Chondrichthyes||0|1|0|0|0|3||||||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.||||||||||||||||||0|0
Raya espina de estero||Urolophus jamaicensis|Chondrichthyes|Rajiformes|Urotrygonidae|1|0|0|0|Chondrichthyes||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Raya lisa de espina||Urotrygon maculatus|Chondrichthyes|Rajiformes|Urotrygonidae|0|0|1|0|Chondrichthyes||0|1|0|0|0|3||||||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.||||||||||||||||||0|0
Raya gris de espina||Urotrygon rogersi|Chondrichthyes|Rajiformes|Urotrygonidae|0|0|1|0|Chondrichthyes||0|1|0|0|0|3||||||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.||||||||||||||||||0|0
Pez espada|Swordfish|Xiphias gladius|Actinopterygii|Perciformes|Xiphiidae|0|0|1|1|Peces espada|Nacional e Importado|0|0|1|0|0|3||150-300|Selectiva|Pesca con caña.||||Permanente  (solo pesca deportiva)|Todo el año|Especie marina de hábitos oceánicos y a veces costeros. Se alimenta de peces, crustáceos y calamares.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne y se importa congelado|Estados Unidos, Canada.|Con potencial de desarrollo|Con potencial de desarrollo|Con potencial de desarrollo||||||||||0|0
Pez sierra común|Largetooth Sawfish|Pristis pristis|Chondrichthyes|Pristiformes|Pristidae|1|1|1|1|Tiburones|Nacional|0|1|0|0|0|3||200-300|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.|En Peligro crítico|Apéndice I|Amenazada|Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.  (Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Vive en la zona intermareal hasta los 100 metros de profundidad. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en todos los mares.|Capturada|Se utiliza la carne.||Desconocida|Desconocida|Desconocida|Desconocida|Desconocida|Desconocida|sin datos|sin datos|sin datos||||0|0
Pez sierra peine|Smalltooth Sawfish|Pristis pectinata|Chondrichthyes|Pristiformes|Pristidae|1|1|0||Tiburones|Nacional|0|1|0|0|0|3||200-500|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.|En Peligro crítico|Apéndice I|Amenazada|Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.|Especie marina de hábitos costeros. Vive en la zona intermareal hasta los 100 metros de profundidad. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Golfo de México y Mar Caribe|Capturada|Se utiliza la carne.|||||Desconocida|Desconocida|Desconocida|sin datos|sin datos|sin datos||||0|0
Esturión del Atlántico|Atlantic sturgeon|Acipenser oxyrinchus|Actinopterygii|Acipenseriformes|Acipenseridae|1|1|0||Esturiones|Nacional|0|1|0|0|0|3||100-300|||Casi amenazada|Apéndice II|Extinto en vida silvestre||Pesqueria cerrada|Especie marina de aguas poco profundas. Vive en estuarios y en la boca de los ríos. Se alimenta de moluscos, crustáceos y peces.|Se distribuye en el Golfo de México y Mar Caribe|Capturada|Prohibido|||||Deterioro|Deterioro|Deterioro|sin datos|sin datos|sin datos||||0|0
Cabrilla gato|Tiger Grouper|Mycteroperca tigris|||||||||||||||3||||||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||||0|0
Sábalo|Tarpon|Megalops atlanticus|Actinopterygii|Elopiformes|Megalopidae|1|0|0|0|Sábalos|Nacional|0|0|1|0|0|3||130-250|Selectiva|Pesca con caña.|Vulnerable|||Permanente  (solo pesca deportiva)|Todo el año|Especie marina de hábitos costeros. Vive cerca de estuarios, lagunas costeras, manglares y en las bocas de los ríos. Se alimenta de peces y crustáceos.|Se distribuye en el Golfo de México y Mar Caribe|Capturada|Se utiliza la carne||Con potencial de desarrollo|Con potencial de desarrollo|Con potencial de desarrollo||||||||||0|0
